item_name_original,item_name_english,category_standardized
日式炸豆腐,,Pasta / Noodles / Rice
強棒海鮮拉麵,,Pasta / Noodles / Rice
櫻桃鴨丼,,Pasta / Noodles / Rice
涼拌日蔬,,Pasta / Noodles / Rice
櫻桃鴨拉麵,,Pasta / Noodles / Rice
鰻魚丼,,Pasta / Noodles / Rice
涼拌洋蔥,,Pasta / Noodles / Rice
蝦拉麵,,Pasta / Noodles / Rice
龍蝦沙拉,,Pasta / Noodles / Rice
加蔥,,Pasta / Noodles / Rice
日式豬排,,Pasta / Noodles / Rice
加麵,,Pasta / Noodles / Rice
日式炸蝦排,,Mains
加湯,,Mains
生魚握壽司,,Mains
起士可樂餅,,Mains
加叉燒,,Mains
鰹魚握壽司,,Mains
炸手羽先,,Mains
白飯,,Mains
鮭魚握壽司,,Mains
野菜和風沙拉,,Mains
鮭魚肚握壽司,,Mains
炙燒明太子鮭魚握壽司,,Mains
無敵海鮮握壽司,,Other
和風半烤鰹魚洋蔥,,Other
綜合生魚片,,Other
鰹魚生魚片,,Mains
鹽烤秋刀魚,,Mains
鮭魚生魚片,,Mains
串燒鰻魚肝,,Mains
鮭魚肚生魚片,,Mains
鹽烤鮮魚下巴,,Mains
烤挪威鯖魚,,Mains
鹽烤鮭魚頭,,Mains
黃豆煨羊肉咖哩,Dal Gosht Balti,Pasta / Noodles / Rice
菠菜綠醬羊肉,Gosht Saagwala,Pasta / Noodles / Rice
旁遮普傳統羊肉,Gosht Rahra,Pasta / Noodles / Rice
香辣羊肉馬鈴薯,Gosht Vindaloo,Pasta / Noodles / Rice
瑪薩拉燉 羊肋,Gosht,Pasta / Noodles / Rice
翠綠鮮蝦球,,Sides & Accompaniments
蠔汁滷鮑魚,,Sides & Accompaniments
蛋酥白菜魯,,Sides & Accompaniments
金酥鳳尾草蝦,,Sides & Accompaniments
櫻花蝦高麗菜,,Sides & Accompaniments
鹽焗雙醬雞,,Sides & Accompaniments
香酥紅糟肉,,Soups
魷魚螺肉排骨湯,,Soups
山藥蛤蜊雞湯,,Soups
蘿蔔玉米排骨湯,,Other
清蒸海石斑,,Other
菜脯蒸扁鱈,,Other
古早味炒米粉,,Pasta / Noodles / Rice
雙喜蒜蓉蒸草蝦,,Pasta / Noodles / Rice
白飯/人,,Pasta / Noodles / Rice
金旺鳳梨蝦球,,Pasta / Noodles / Rice
花好月圓 脆皮湯圓,,Other
彩蔬燴三鮮,,Other
情人果冰,,Other
花雕燒牛腩,,Other
醬燒肥腸,,Other
烏梅汁,,Beverages (Non-Alcoholic)
冬瓜茶,,Other
紅燒拼選組合(大份),,Other
紅玉紅茶,,Other
紅燒拼選組合(小份),,Other
三峽碧螺春,,Other
十八香沙茶牛肉,,Other
百香糖醋雞丁,,Other
蜜香老欉紅茶,,Other
金湯海鮮豆腐煲,,Other
紅燒豆腐煲,,Other
蜜汁碳烤豬肋排,,Other
香煎厚鮭魚,,Other
秘製紹興醉雞,,Other
德式鄉村豬腳,,Other
法式迷迭香雞腿,,Other
泰式檸檬魚,,Other
紅酒燉牛肉,,Other
雲南椒麻雞,,Other
如意蔬食,,Other
甲仙芋頭/鴨肉/松露/麵線,Jiaxian Taro/Duck / Truffle / Noodles,Appetizers & Starters
玉米醬/蚵仔寮蟹腿/酥餅,Corn Sauce/Crab/Shortbread,Appetizers & Starters
當季白蘆筍/魚子醬/檸檬蛋黃醬,Seasonal White Asparagus / Caviar / Lemon Mayonnaise,Appetizers & Starters
海苔/鮭魚/白豆/蒔蘿草,Seaweed/ Salmon/ White Bean / Dill Herb,Appetizers & Starters
發酵蔬菜雞湯/三星蔥菌菇餃,Fermented Vegetables Chicken Consommé / Scallion and Mushroom Dumplings,Soups
西班牙伊比利豬霜降,Spanish Iberian Pork Neck,Mains
焦糖榛果烤紐西蘭羊排/咖啡醬汁,Roasted New Zealand Lamb with Caramelized Hazelnuts / Coffee Sauce,Mains
當季海鮮/美國牛肉雙拼,Seasonal Seafood / American Beef,Mains
烤乳鴿/雞/鴨肝,Roast Pigeon / Chicken Heart / Duck Liver,Mains
日本和牛/焦糖榛果/蒜味醬汁,Wagyu Beef/Caramelized Hazelnuts / Garlic Sauce,Mains
前甜點,,Desserts & Sweets
主廚盤飾甜點,Chef's Artistic Dessert,Desserts & Sweets
精選飲品與茶點,Beverage and Petit Fours,Desserts & Sweets
綠竹筍凍/魚子醬/鴨肝/豬肉丸子/美奶滋塔塔醬,Green Bamboo Shoots Jelly/Caviar/Duck Liver/Pork Meatballs/Mayonnaise,Appetizers & Starters
法國白蘆筍/松露鵪鶉蛋/荷蘭醬,French White Asparagus/Truffle Quail Eggs/Hollandaise,Appetizers & Starters
烤白鰻/松露菠菜/杏仁脆餅/油醋醬,Roasted Eel/Truffle Spinach/Almond Crispbread/Balsamico,Appetizers & Starters
法式雞清湯/田螺蔬菜起士餃,Consommé/Escargot Vegetable Cheese Ravioli,Soups
鱘龍魚/印度香料醬,Sturgeon/Indian Spice Sauce,Mains
熟成彰化胭脂鴨胸/梅子醬汁,Changhua Duck Breast/Plum Sauce,Mains
烤彰化熟成乳鴿/梅子醬汁,Roasted Changhua Pigeon/Plum Sauce,Mains
烤龍蝦/印度香料醬汁,Grilled Lobster/Indian Spice Sauce,Mains
日本和牛/鴨肝醬汁,Japanese Wagyu Beef/Duck Liver Sauce,Mains
前甜點,Pre-Dessert,Desserts & Sweets
主廚盤飾甜點,Chef's Dessert,Desserts & Sweets
飲料與茶點,Beverage and Petit Four,Desserts & Sweets
松露栗子球/鴨肝泥酥餅/綠蘆筍/蘆筍奶油慕斯,Truffle Chestnut/Foie Gras Mousse/Asparagus/Asparagus Cream Mousse,Appetizers & Starters
烤扇貝/檸檬奶油醬汁/蔬菜,Grilled Scallop/Lemon Cream Sauce/Vegetable,Appetizers & Starters
烤宜蘭胭脂蝦/番紅花貽貝醬汁,Grilled Red Shrimp/Saffron Mussel Sauce,Appetizers & Starters
菌菇/魚花膠/雞肉慕斯/法式雞清湯,Mushroom/Fish Maw/Chicken Mousse/Consommé,Soups
烤龍虎石斑/無花果油醋/龍蝦慕斯,Grilled Giant Grouper/Fig Vinaigrette/Lobster Mousse,Mains
烤明蝦/油漬小黃瓜/番紅花醬汁,Grilled Prawn/Pickled Cucumber/Saffron Sauce,Mains
西班牙伊比利豬上蓋肉/開心果奶油/甜玉米醬,Ibrico Pork Pluma/Pistachio Cream/Sweet Corn Sauce,Mains
烤霜降/波特酒醬汁,Grilled Short Ribs/Port Wine Sauce,Mains
烤龍蝦/油漬小黃瓜/番紅花醬汁,Grilled Lobster/Pickled Cucumber/Saffron Sauce,Mains
烤日本和牛/波特酒醬汁,Grilled Wagyu Beef/Port Wine Sauce,Mains
前甜點,Pre-Dessert,Desserts & Sweets
主廚盤飾甜點,Artistic Dessert,Desserts & Sweets
精選飲品與茶點,Beverages and Petit Fours,Desserts & Sweets
竹筒飯,,Other
滷筍干,,Other
鮮筍沙拉,,Other
竹香飯,,Other
竹筍包,,Other
滑嫩小餛飩,,Other
QQ水晶餃,,Other
山芹菜,,Other
鮮筍水餃,,Other
甜菠菜,,Other
地瓜葉,,Other
純麥芽蜜地瓜,,Other
高麗菜,,Other
龍鬚菜,,Other
竹筒飯,,Other
涼拌山蕨沙拉,,Other
竹香飯,,Other
涼拌皮蛋,,Other
竹筍包,,Other
涼拌木耳,,Other
鮮筍水餃,,Other
涼拌小黃瓜,,Other
涼拌海帶根,,Other
QQ水晶餃,,Other
滑嫩小餛飩,,Other
茶葉滷豆干,,Other
炸醬麻香素拌飯,,Alcohol & Cocktails
百香果冰沙,,Alcohol & Cocktails
海尼根,,Alcohol & Cocktails
原味素食鍋,,Alcohol & Cocktails
可樂娜,,Alcohol & Cocktails
芒果冰沙,,Alcohol & Cocktails
藥膳素食鍋,,Alcohol & Cocktails
銀河冰淇淋,,Other
銀河風味鍋,,Other
汕頭沙茶鍋,,Beverages (Non-Alcoholic)
巴西咖啡,,Set Meals & Combos
川味麻辣鍋,,Set Meals & Combos
蔓越莓汁,,Set Meals & Combos
曼特寧咖啡,,Set Meals & Combos
兒童餐,,Set Meals & Combos
香濃牛奶鍋,,Set Meals & Combos
蘋果汁,,Set Meals & Combos
藍山咖啡,,Set Meals & Combos
韓式泡菜鍋,,Set Meals & Combos
檸檬汁,,Set Meals & Combos
黃金曼特寧咖啡,,Set Meals & Combos
十全藥膳土雞鍋,,Set Meals & Combos
蒜頭香菇土雞鍋,,Set Meals & Combos
海鮮什錦鍋,,Appetizers & Starters
茶碗蒸,,Appetizers & Starters
火鍋肉片單點,,Appetizers & Starters
熱鮮奶,,Beverages (Non-Alcoholic)
白飯,,Beverages (Non-Alcoholic)
脆皮豆腐,,Beverages (Non-Alcoholic)
美式咖啡,,Beverages (Non-Alcoholic)
銀河紅茶,,Beverages (Non-Alcoholic)
黃金薯條,,Beverages (Non-Alcoholic)
生雞蛋,,Beverages (Non-Alcoholic)
拿鐵咖啡,,Beverages (Non-Alcoholic)
銀河綠茶,,Beverages (Non-Alcoholic)
麥克雞塊,,Beverages (Non-Alcoholic)
焦糖拿鐵,,Beverages (Non-Alcoholic)
蜂蜜紅茶,,Beverages (Non-Alcoholic)
港式蘿蔔糕,,Beverages (Non-Alcoholic)
摩卡巧克力咖啡,,Beverages (Non-Alcoholic)
蜂蜜綠茶,,Mains
一口炸饅頭,,Mains
銀河冰咖啡,,Mains
百香紅茶,,Mains
醬滷米血,,Mains
漂浮冰咖啡,,Mains
紅燒牛腩煲,,Mains
百香綠茶,,Mains
美式脆薯,,Mains
鹽烤鯖魚,,Mains
檸檬紅茶,,Mains
麻辣鴨血,,Mains
醬香炸里肌豬,,Beverages (Non-Alcoholic)
漂浮紅茶,,Beverages (Non-Alcoholic)
辣味雞米花,,Beverages (Non-Alcoholic)
川辣醋香麻醬烤雞腿,,Beverages (Non-Alcoholic)
水果茶,,Beverages (Non-Alcoholic)
今日濃湯,,Beverages (Non-Alcoholic)
炙烤黑胡椒蔥鹽豬,,Beverages (Non-Alcoholic)
黃金柚子茶,,Beverages (Non-Alcoholic)
月亮蝦餅,,Beverages (Non-Alcoholic)
蔥香清蒸鱸魚,,Beverages (Non-Alcoholic)
玫瑰洛神茶,,Beverages (Non-Alcoholic)
酸辣檸檬鱸魚,,Other
銀河美女,,Other
吉祥如意,,Other
銀河奶茶,,Other
蝶舞翩翩,,Other
茉綠奶茶,,Mains
桂圓紅棗茶,,Mains
蜂蜜奶油鬆餅,,Mains
焦糖奶茶,,Mains
菊花枸杞茶,,Mains
極上咔滋酥炸蝦,,Mains
巧克力鬆餅,,Mains
薰衣草奶茶,,Mains
寧靜薰衣草,,Mains
塔香辣炒豬,,Mains
冰淇淋鬆餅,,Mains
義大利可可,,Mains
法國玫瑰茶,,Mains
總匯海鮮薄餅,,Mains
坦都里香料燉雞,,Mains
鮮奶茶,,Mains
金桔茶,,Mains
正三星蔥拉餅,,Breakfast & Brunch
蛋黃肉包,,Breakfast & Brunch
蔥抓餅,,Breakfast & Brunch
泡菜蛋餅,,Breakfast & Brunch
紅豆捲,,Breakfast & Brunch
九層塔抓餅,,Breakfast & Brunch
雙蛋蛋餅,,Breakfast & Brunch
奶皇包,,Snacks & Small Bites
蘿蔔糕,,Snacks & Small Bites
油條蛋餅,,Snacks & Small Bites
芝麻包,,Snacks & Small Bites
義大利麵,,Snacks & Small Bites
豆漿,,Snacks & Small Bites
蔬菜蛋餅,,Snacks & Small Bites
黑胡椒麵,,Snacks & Small Bites
饅頭夾蛋,,Snacks & Small Bites
無糖豆漿,,Snacks & Small Bites
鍋燒意麵,,Snacks & Small Bites
鮪魚蛋餅,,Snacks & Small Bites
米漿,,Snacks & Small Bites
鍋燒雞絲,,Snacks & Small Bites
豬排蛋餅,,Snacks & Small Bites
豆米漿,,Snacks & Small Bites
燻雞蛋餅,,Snacks & Small Bites
奶茶,,Other
總匯蛋餅,,Breakfast & Brunch
飯糰,,Breakfast & Brunch
紅茶,,Breakfast & Brunch
火腿蛋,,Breakfast & Brunch
素飯糰,,Breakfast & Brunch
薏仁漿,,Breakfast & Brunch
培根蛋,,Breakfast & Brunch
黑豆漿,,Breakfast & Brunch
海苔飯糰,,Breakfast & Brunch
燒餅,,Breakfast & Brunch
起士蛋,,Breakfast & Brunch
燕麥漿,,Breakfast & Brunch
油條,,Breakfast & Brunch
泡菜飯糰,,Breakfast & Brunch
肉鬆蛋,,Breakfast & Brunch
鹹豆漿,,Breakfast & Brunch
燒餅油條,,Breakfast & Brunch
鮪魚蛋,,Breakfast & Brunch
蛋包飯糰,,Breakfast & Brunch
玉米濃湯,,Breakfast & Brunch
燒餅夾蛋,,Breakfast & Brunch
豬排蛋,,Breakfast & Brunch
鮪魚飯糰,,Breakfast & Brunch
燒餅沙拉,,Breakfast & Brunch
燻雞蛋,,Breakfast & Brunch
豬排飯糰,,Breakfast & Brunch
果醬,,Breakfast & Brunch
泡菜燒餅沙拉,,Breakfast & Brunch
燻雞飯糰,,Breakfast & Brunch
鮪魚燒餅沙拉,,Breakfast & Brunch
豬排燒餅沙拉,,Snacks & Small Bites
小籠湯包,,Snacks & Small Bites
荷包蛋,,Snacks & Small Bites
燻雞燒餅沙拉,,Snacks & Small Bites
原味蛋餅,,Snacks & Small Bites
荷包蛋,,Snacks & Small Bites
高麗菜水餃,,Snacks & Small Bites
茶葉蛋,,Snacks & Small Bites
玉米蛋餅,,Snacks & Small Bites
韭菜水餃,,Snacks & Small Bites
蔥花蛋,,Breakfast & Brunch
火腿蛋餅,,Breakfast & Brunch
香菜水餃,,Breakfast & Brunch
熱狗,,Breakfast & Brunch
白糖饅頭,,Breakfast & Brunch
培根蛋餅,,Breakfast & Brunch
肉粽,,Breakfast & Brunch
鍋貼,,Breakfast & Brunch
黑糖饅頭,,Breakfast & Brunch
起士蛋餅,,Breakfast & Brunch
雞塊,,Breakfast & Brunch
福州包,,Breakfast & Brunch
芋頭饅頭,,Breakfast & Brunch
薯條,,Breakfast & Brunch
肉鬆蛋餅,,Breakfast & Brunch
蔥肉餡餅,,Breakfast & Brunch
竹筍菜包,,Breakfast & Brunch
涼麵,,Breakfast & Brunch
熱狗蛋餅,,Breakfast & Brunch
手工肉包,,Breakfast & Brunch
煎餃,,Breakfast & Brunch
仙草凍,,Breakfast & Brunch
黑胡椒牛柳飯,,Pasta / Noodles / Rice
黑咖啡,,Pasta / Noodles / Rice
茄汁鮮菇培根,,Pasta / Noodles / Rice
德國香腸,,Pasta / Noodles / Rice
茄汁德國香腸,,Pasta / Noodles / Rice
拿鐵咖啡,,Pasta / Noodles / Rice
蒜香蛤蜊,,Pasta / Noodles / Rice
沙茶牛肉飯,,Pasta / Noodles / Rice
茄汁蛤蜊,,Pasta / Noodles / Rice
雞肉咖哩飯,,Pasta / Noodles / Rice
榛果拿鐵咖啡,,Pasta / Noodles / Rice
唐揚雞,,Pasta / Noodles / Rice
茄汁唐揚雞,,Pasta / Noodles / Rice
焦糖拿鐵咖啡,,Pasta / Noodles / Rice
日式豬排,,Pasta / Noodles / Rice
豬排咖哩飯,,Pasta / Noodles / Rice
茄汁日式豬排,,Pasta / Noodles / Rice
唐揚雞咖哩飯,,Pasta / Noodles / Rice
普羅旺斯雞腿,,Pasta / Noodles / Rice
招牌咖啡,,Pasta / Noodles / Rice
茄汁蘆筍鮮蝦,,Pasta / Noodles / Rice
普羅旺斯雞腿咖哩飯,,Pasta / Noodles / Rice
普羅旺斯雞腿,,Mains
茄汁海鮮總匯,,Mains
招牌紅茶,,Mains
紅棗燉鮮菇飯,,Mains
海鮮煙花女,,Other
招牌綠茶,,Other
靑醬百菇燉飯,,Other
楓糖鬆餅,,Other
檸檬紅茶,,Other
麻油猴頭菇飯,,Other
原味抹茶,,Pasta / Noodles / Rice
檸檬綠茶,,Pasta / Noodles / Rice
山藥南瓜蔬食飯,,Pasta / Noodles / Rice
奶油食蔬,,Pasta / Noodles / Rice
原味可可,,Pasta / Noodles / Rice
百香紅茶,,Pasta / Noodles / Rice
奶油蔬食義大利麵,,Pasta / Noodles / Rice
奶油鮮菇培根,,Pasta / Noodles / Rice
香蕉巧克力,,Pasta / Noodles / Rice
百香綠茶,,Pasta / Noodles / Rice
蕃茄鮮菇義大利麵,,Pasta / Noodles / Rice
奶油德國香腸,,Pasta / Noodles / Rice
香蕉巧克力可可,,Pasta / Noodles / Rice
錫蘭奶茶,,Pasta / Noodles / Rice
奶油蛤蜊,,Snacks & Small Bites
綜合水果,,Snacks & Small Bites
紅茶拿鐵,,Snacks & Small Bites
奶油百菇雞肉,,Snacks & Small Bites
玉米濃湯,,Snacks & Small Bites
水果抹茶,,Snacks & Small Bites
綠茶奶蓋,,Snacks & Small Bites
奶油唐揚雞,,Snacks & Small Bites
南瓜濃湯,,Snacks & Small Bites
水果可可,,Snacks & Small Bites
紅茶奶蓋,,Snacks & Small Bites
奶油日式豬排,,Snacks & Small Bites
草莓,,Snacks & Small Bites
香酥雞塊,,Snacks & Small Bites
巧克力可可,,Snacks & Small Bites
奶油蘆筍鮮蝦,,Snacks & Small Bites
玉米布丁酥,,Snacks & Small Bites
柚子茶,,Snacks & Small Bites
普羅旺斯雞腿,,Snacks & Small Bites
迷你銀絲卷,,Other
檸檬汁,,Other
奶油海鮮總匯,,Other
招牌脆薯,,Other
金桔檸檬,,Other
英式早安茶,,Other
洋蔥圈,,Pasta / Noodles / Rice
百香果氣泡飲,,Pasta / Noodles / Rice
養生黑豆茶,,Pasta / Noodles / Rice
雞米花,,Pasta / Noodles / Rice
鮮桔氣泡飮,,Pasta / Noodles / Rice
靑醬鮮菇培根,,Pasta / Noodles / Rice
玫瑰蜜桃果茶,,Pasta / Noodles / Rice
甘梅地瓜,,Pasta / Noodles / Rice
蜂蜜檸檬氣泡飮,,Pasta / Noodles / Rice
靑醬德國香腸,,Pasta / Noodles / Rice
淸新洋甘菊茶,,Pasta / Noodles / Rice
雞柳條,,Pasta / Noodles / Rice
夏日藍莓花果茶,,Pasta / Noodles / Rice
靑醬蛤蜊,,Pasta / Noodles / Rice
玫瑰檸檬茶,,Pasta / Noodles / Rice
雙色薯,,Pasta / Noodles / Rice
靑醬百菇雞肉,,Pasta / Noodles / Rice
抹茶拿鐵,,Pasta / Noodles / Rice
養身牛蒡茶,,Pasta / Noodles / Rice
唐揚雞,,Pasta / Noodles / Rice
靑醬唐揚雞,,Pasta / Noodles / Rice
綜合水果氣泡飲,,Pasta / Noodles / Rice
青醬日式豬排,,Pasta / Noodles / Rice
普羅旺斯雞腿,,Pasta / Noodles / Rice
新鮮現榨蘋果汁,,Beverages (Non-Alcoholic)
靑醬蘆筍鮮蝦,,Beverages (Non-Alcoholic)
日式豬排,,Beverages (Non-Alcoholic)
新鮮現榨芭樂汁,,Beverages (Non-Alcoholic)
可口可樂,,Beverages (Non-Alcoholic)
普羅旺斯雞腿,,Beverages (Non-Alcoholic)
炸物拼盤,,Beverages (Non-Alcoholic)
新鮮現榨鳳梨汁,,Beverages (Non-Alcoholic)
啤酒,,Beverages (Non-Alcoholic)
靑醬海鮮總匯,,Beverages (Non-Alcoholic)
新鮮水果茶,,Beverages (Non-Alcoholic)
咖哩雞,,Appetizers & Starters
咖哩豬,,Appetizers & Starters
日式海帶芽,,Appetizers & Starters
海南雞,,Appetizers & Starters
涼拌黄瓜,,Appetizers & Starters
脆皮雞,,Appetizers & Starters
梅漬泡菜,,Appetizers & Starters
涼拌雲耳,,Appetizers & Starters
南洋肉骨茶,,Appetizers & Starters
養生黑豆,,Appetizers & Starters
柚香蘿蔔,,Appetizers & Starters
菇菇肉骨茶,,Appetizers & Starters
糖心蛋,,Appetizers & Starters
原味肉骨茶,,Appetizers & Starters
香飯,,Appetizers & Starters
丹吔招牌麵,,Other
海鮮叻沙麵,,Other
豆皮,,Other
巴生乾肉骨茶,,Other
大陸妹,,Other
綜合菇菇,,Other
椰漿飯,,Other
今日特餐,,Beverages (Non-Alcoholic)
礦泉水,,Beverages (Non-Alcoholic)
酸辣鮮魚,,Beverages (Non-Alcoholic)
古早味紅茶,,Beverages (Non-Alcoholic)
咖哩鮮魚,,Beverages (Non-Alcoholic)
焦糖奶茶,,Beverages (Non-Alcoholic)
咖哩鮭魚頭,,Beverages (Non-Alcoholic)
椰子汁,,Beverages (Non-Alcoholic)
省城缸雞,,Pasta / Noodles / Rice
和風過貓,,Pasta / Noodles / Rice
白 飯,,Pasta / Noodles / Rice
國宴魚清蒸 醬,,Pasta / Noodles / Rice
甘蔗筍,,Pasta / Noodles / Rice
竹筍炒飯,,Pasta / Noodles / Rice
檸檬魚,,Pasta / Noodles / Rice
半天花,,Pasta / Noodles / Rice
竹筒飯,,Pasta / Noodles / Rice
糖醋魚,,Pasta / Noodles / Rice
油香拌飯,,Pasta / Noodles / Rice
蒜泥蝦,,Pasta / Noodles / Rice
醬筍蝦,,Pasta / Noodles / Rice
手工麵線,,Pasta / Noodles / Rice
鮮筍爌肉,,Sides & Accompaniments
蒜苗山豬肉,,Soups
高麗菜,,Soups
香菇雞湯,,Soups
碳烤鹹豬肉,,Soups
空心菜炒筍絲,,Soups
鳳梨苦瓜雞湯,,Soups
糖醋魚片,,Soups
醬筍蛋,,Soups
筍絲雞湯,,Soups
蔥燒中卷,,Soups
水 蓮,,Soups
橙汁排骨,,Soups
養生鮮菇湯,,Soups
金沙中卷,,Soups
龍鬚菜,,Soups
蛤蜊湯,,Soups
黑胡椒鴕鳥肉,,Soups
鮮筍湯,,Soups
鹹蛋山苦瓜,,Soups
菜脯麻糬燒,,Soups
金沙杏鮑菇,,Soups
客家小炒,,Snacks & Small Bites
清炒半天花,,Snacks & Small Bites
酥炸溪魚,,Snacks & Small Bites
塔香蛤蜊,,Snacks & Small Bites
清炒甘蔗筍,,Snacks & Small Bites
爌鮮竹筍,,Snacks & Small Bites
酥炸溪蝦,,Snacks & Small Bites
紅燒豆腐,,Snacks & Small Bites
炒桂竹筍,,Snacks & Small Bites
酥炸雙拼,,Snacks & Small Bites
筍絲百菇,,Snacks & Small Bites
飲 料,,Snacks & Small Bites
黃金豆腐,,Snacks & Small Bites
黃金杏鮑菇,,Snacks & Small Bites
梅香地瓜,,Snacks & Small Bites
控肉飯,,Sides & Accompaniments
荷包蛋,,Sides & Accompaniments
排骨飯,,Sides & Accompaniments
魯蛋,,Sides & Accompaniments
香腸,,Sides & Accompaniments
滷肉飯,,Sides & Accompaniments
筍乾,,Sides & Accompaniments
香腸飯,,Sides & Accompaniments
洋蔥,,Sides & Accompaniments
乾麵,,Sides & Accompaniments
高麗菜,,Sides & Accompaniments
控肉麵,,Sides & Accompaniments
豆腐,,Sides & Accompaniments
排骨麵,,Sides & Accompaniments
豆輪,,Sides & Accompaniments
肉粽,,Sides & Accompaniments
豆皮,,Sides & Accompaniments
白飯,,Sides & Accompaniments
魯貢丸,,Sides & Accompaniments
雞卷,,Sides & Accompaniments
控肉,,Soups
排骨,,Soups
貢丸湯,,Soups
脆丸湯,,Soups
竹筍湯,,Soups
肉皮湯,,Soups
竹筍肉皮湯,,Soups
綜合,,Soups
涼拌木瓜,,Desserts & Sweets
打拋炒雞,,Desserts & Sweets
摩摩喳喳,,Desserts & Sweets
涼拌冬粉,,Desserts & Sweets
打拋炒豬,,Desserts & Sweets
大薄片,,Beverages (Non-Alcoholic)
叢林燒肉,,Beverages (Non-Alcoholic)
可口可樂,,Beverages (Non-Alcoholic)
檸檬松板豬,,Beverages (Non-Alcoholic)
辣炒豬肉,,Beverages (Non-Alcoholic)
羅望子汁,,Beverages (Non-Alcoholic)
瀑布牛肉,,Beverages (Non-Alcoholic)
辣炒牛肉,,Beverages (Non-Alcoholic)
泰式奶茶,,Beverages (Non-Alcoholic)
辣炒三鮮,,Beverages (Non-Alcoholic)
涼拌海鮮,,Beverages (Non-Alcoholic)
泰式奶茶,,Beverages (Non-Alcoholic)
香茅炒雞,,Beverages (Non-Alcoholic)
香茅草蝦,,Other
鄉村牛肉,,Other
臺灣金啤,,Other
肉末烘蛋,,Other
紅咖哩椰汁雞,,Other
蝦醬四季豆,,Set Meals & Combos
紅咖哩椰汁牛,,Set Meals & Combos
打抛炒豬套餐,,Set Meals & Combos
辣燒茄子,,Set Meals & Combos
綠咖哩椰汁雞,,Set Meals & Combos
椒麻雞 套餐,,Set Meals & Combos
蝦醬空心菜,,Set Meals & Combos
綠咖哩椰汁牛,,Set Meals & Combos
紅 咖哩椰汁雞套餐,,Set Meals & Combos
辣炒空心菜,,Set Meals & Combos
咖哩草蝦,,Set Meals & Combos
蝦醬高麗菜,,Set Meals & Combos
辣炒高麗菜,,Set Meals & Combos
二人行,,Other
椒麻雞,,Other
炭烤牛小排,,Soups
高咾豬丸湯,,Soups
四人行,,Soups
月亮蝦餅,,Soups
咚卡雞肉湯,,Soups
鳳梨蝦球,,Soups
酸辣鮮蝦湯,,Soups
六人行,,Soups
风 人行,,Soups
什錦乾炒河粉,,Mains
清蒸檸檬魚,,Mains
鳳梨蝦仁炒飯,,Mains
十人行,,Mains
香酥酸辣魚,,Mains
泰國香米白飯,,Mains
三味魚,,Mains
櫻桃鴨腿排,Cherry Duck Leg,Appetizers & Starters
伊比利橡子梅花豬,Iberian Pork Collar,Soups
火焰雞腿排,Brandy Chicken,Other
澳洲草原羊嫩肌,Lamb chops,Mains
嚴選菲力牛排,Filet Mignon,Other
安格斯無骨牛小排,Boneless Beef Short Ribs,Pasta / Noodles / Rice
日本A4和牛」限量,Wagyu(A4) /Limited supply,Pasta / Noodles / Rice
咖哩裙襬海老,,Mains
炙燒豬五花丼,,Mains
咖哩裙襬牛丼,,Mains
炙燒牛五花丼,,Mains
咖哩裙襬厚切豬排,,Mains
炙燒雞腿丼,,Mains
可樂餅咖哩丼,,Mains
裙擺咖哩丼,,Mains
熟成牛肉丼,,Pasta / Noodles / Rice
豬五花肉丼,,Pasta / Noodles / Rice
月見牛丼,,Pasta / Noodles / Rice
蒲燒魚腹丼,,Pasta / Noodles / Rice
海老丼,,Pasta / Noodles / Rice
厚切勝丼,,Pasta / Noodles / Rice
慶丼,,Pasta / Noodles / Rice
炙燒牛肉溫沙拉,,Mains
牛丼+酸甜豬排,,Mains
魚腹丼+蔥鹽豬排,,Mains
炙燒豚肉溫沙拉,,Mains
炙燒牛丼+銷魂辣雞腿,,Mains
油蔥雞溫沙拉,,Mains
咖哩裙襬牛+日式炸蝦,,Mains
剁椒雞溫沙拉,,Mains
日式炸蝦,,Pasta / Noodles / Rice
日式昆布烏龍麵,,Pasta / Noodles / Rice
韓式泡菜烏龍麵,,Pasta / Noodles / Rice
酥炸厚切豬排,,Pasta / Noodles / Rice
濃郁咖哩烏龍麵,,Pasta / Noodles / Rice
酥炸雞腿排,,Pasta / Noodles / Rice
番茄蛋花烏龍麵,,Pasta / Noodles / Rice
廣島牡蠣,,Pasta / Noodles / Rice
地獄麻辣烏龍麵,,Pasta / Noodles / Rice
𩵚魠魚,,Pasta / Noodles / Rice
香酥甜不辣,,Pasta / Noodles / Rice
起司牛奶烏龍麵,,Pasta / Noodles / Rice
大阪燒皮蛋,,Pasta / Noodles / Rice
日式炸餃子,,Pasta / Noodles / Rice
砂鍋魚湯烏龍麵,,Pasta / Noodles / Rice
泰式炸餃子,,Pasta / Noodles / Rice
酥炸脆薯,,Pasta / Noodles / Rice
南瓜可樂餅,,Pasta / Noodles / Rice
原味可樂餅,,Pasta / Noodles / Rice
胡麻時蔬,,Pasta / Noodles / Rice
蛋堡,,Breakfast & Brunch
原味蛋餅,,Breakfast & Brunch
烤煎蛋吐司,,Breakfast & Brunch
火腿堡,,Breakfast & Brunch
玉米蛋餅,,Breakfast & Brunch
肉鬆吐司,,Breakfast & Brunch
鮪魚堡,,Breakfast & Brunch
肉鬆蛋餅,,Breakfast & Brunch
